;:category;:sales;:date;:unit;:name;:ean;:profit;:category-id;:vat;:weight;:id;:qty
405;Piwo w puszce;8.75;2018-11-10;szt;PIWO HEINEKEN 4x500ml PUSZ;5901559949237;0.79;010302;23;2.000;209479;1.000
406;farmacja;12.08;2018-11-10;szt;TABLETKI STREPSILS INTENSIVE x8;5909990422678;3.63;030401;8;8.000;209537;1.000
407;Ciastka;8.93;2018-11-10;szt;PIERNIKI DESSIMO HSB W CZEKOLADZIE 400g;5908235945071;1.97;121104;23;0.400;209550;2.000
408;Ciastka;2.02;2018-11-10;szt;CIASTKA DESSIMO Z KAWAŁKAMI CZEKOLADY 120 g;5908235945538;0.57;121104;23;0.120;209739;1.000
409;Whisky;46.33;2018-11-10;szt;WHISKY GRANTS BLENDED 40% 1l;5010327000497;-0.66;010404;23;1.000;209743;1.000
410;Whisky;66.66;2018-11-10;szt;WHISKY BALLANTINE'S FINEST 40% 1l;5010106111956;18.23;010404;23;1.000;209879;1.000
411;Wódka;19.50;2018-11-10;szt;WÓDKA STOCK PRESTIGE 40% 500ml;5902573004551;2.68;010405;23;0.500;209887;1.000
412;Warzywa konserwowe;2.77;2018-11-10;szt;MIESZANKA WARZYW MARCHEW GROSZEK KUKUR. SŁ.OGRÓD 470 g;5908235945675;0.72;120711;8;0.282;209919;1.000
413;Warzywa konserwowe;1.84;2018-11-10;szt;KUKURYDZA KONS.SŁONECZ.OGRÓD 400g;5908235945712;0.36;120711;8;0.220;209921;1.000
414;Gumy do żucia;3.42;2018-11-10;szt;GUMA ORBIT DLA DZIECI CLASSIC X15 LIST 39g;42189008;0.89;121107;8;0.039;209926;1.000
415;Wędliny pakowane;11.40;2018-11-10;szt;PARÓWKI BERLINKI Z SEREM MORLINY 250g;5900567001517;1.32;060605;5;0.250;209999;3.000
416;Konserwy rybne;2.05;2018-11-10;szt;PAPRYKARZ SZCZECIŃSKI DEGA 135g;5901960048161;0.83;120704;5;0.135;210112;1.000
417;dżemy;6.66;2018-11-10;szt;MIÓD LIPOWY BAŚNIOWA PASIEKA 220 g;5908235946016;2.01;120301;5;0.220;210131;1.000
418;Chusteczki i ręczniki;3.24;2018-11-10;szt;RĘCZNIK PAPIEROWY CELUL.3 WARSTW.MEA X2;5908235946115;0.86;020801;23;2.000;210148;1.000
419;Chusteczki i ręczniki;2.11;2018-11-10;szt;CHUSTECZKI HIG. MEA 3W A10x10;5908235948652;0.52;020801;23;10.000;210149;1.000
420;Środki do czyszczenia;6.50;2018-11-10;szt;KOSTKA DO WC DOMESTOS 55g POWER 5 LIME;8712561796972;1.97;020501;23;1.000;210175;1.000
421;Cukier;5.27;2018-11-10;szt;CUKIER TRZCINOWY DIAMANT DEMERARA 500g;5907069000406;1.30;121001;8;0.500;210179;1.000
422;Lizaki;5.41;2018-11-10;szt;LIZAK CHUPA CLASSIC OWOCOWE 12g;8410031923605;2.75;121108;23;120.000;210202;7.000
423;Wędliny pakowane;3.19;2018-11-10;szt;KABANOS EXCLUSIVE WIEPRZ.GO 50g;5908230514340;0.68;060605;5;0.050;210232;1.000
424;Wędliny pakowane;3.19;2018-11-10;szt;KABANOS EXCLUSIVE DROB.GO 50g;5908230514357;1.01;060605;5;0.050;210233;1.000
425;Herbaty czarne;5.68;2018-11-10;szt;HERBATA EXP.TETLEY EVERYD.EARL GREY 16g 100T;5014328080755;0.62;120601;23;100.000;210251;1.000
426;Piwo w puszce;4.80;2018-11-10;szt;PIWO KASZTELAN N/PAST.500ml PUSZ;5903082205569;0.96;010302;23;0.500;210441;2.000
427;Twarogi pakowane;0.01;2018-11-10;szt;TWARÓG ŚMIETANKOWY PRESIDENT 1kg;5908275688587;-6.79;060204;5;1.000;210561;1.000
428;Kasza;3.41;2018-11-10;szt;KASZA KUKURYDZIANA 350g;5900617001153;0.53;121002;5;0.350;210649;2.000
429;Podpaski;7.18;2018-11-10;szt;PODPASKI NATURELLA MAXI PL.DUO ZE SKRZ.x16;4015400318026;2.18;020805;8;16.000;210723;1.000
430;makaron;2.33;2018-11-10;szt;MAKARON POL MAK KLUSKI 4-JAJ.TRAD.250 g;5908310960210;0.64;121003;5;0.250;210754;1.000
431;Soki, nektary, inne napoje niegazowane;3.13;2018-11-10;szt;NAPÓJ TYMBARK JABŁKOWO-WINOGRONOWY ASEPTIC 2l PET;5900334005465;0.35;070305;5;2.000;210785;1.000
432;Sery pleśniowe pakowane;4.47;2018-11-10;szt;SER CAMEMBERT PRESIDENT ZIOŁA PROW.120g;5906207580077;1.08;060201;5;0.120;210793;1.000
433;Wódka;15.44;2018-11-10;szt;WÓDKA KRUPNIK PREMIUM 40% 500ml;5900595004672;1.54;010405;23;0.500;210813;1.000
434;Wódka;22.76;2018-11-10;szt;WÓDKA KRUPNIK PREMIUM 40% 700ml;5900595004696;2.31;010405;23;0.700;210814;1.000
435;Kasza;2.09;2018-11-10;szt;KASZA MANNA  MELVIT 400g;5906827002607;0.34;121002;5;0.400;210907;1.000
436;makaron;4.14;2018-11-10;szt;MAKARON EKO-MAK ŚWIDEREK 1KG;5904072100512;0.63;121003;5;1.000;210949;1.000
437;makaron;4.14;2018-11-10;szt;MAKARON EKO-MAK NITKA CIENKA 1KG;5904072000393;0.63;121003;5;1.000;210951;1.000
438;makaron;7.86;2018-11-10;szt;MAKARON EKO-MAK LEON KUCHARZ 250g;5904072000546;1.71;121003;5;0.250;211096;5.000
439;Ciastka;5.57;2018-11-10;szt;WAFLE ŚMIETANKOWE SKAWA 500g;5902978060466;1.29;121104;23;0.500;211243;1.000
440;Wódka;16.24;2018-11-10;szt;WÓDKA KRUPNIK PREMIUM 40% 200ml;5900595004788;2.70;010405;23;0.200;211275;2.000
441;Sery żółte pakowane;6.65;2018-11-10;szt;SER ŻÓŁTY GOUDA MLECZNA ZAGRODA 150 g;5908235946559;1.23;060203;5;0.150;211377;2.000
442;Gumy do żucia;1.84;2018-11-10;szt;GUMA ORBIT WHITE SPEARMINT 14g DRAŻE;42113164;0.44;121107;8;0.014;211399;1.000
443;Przekąski;1.70;2018-11-10;szt;CHRUPKI KUKURYDZIANE TYGRYSKI TRUSKAWKOWE 70g;5908221100910;0.70;120101;5;0.070;211507;1.000
444;Wódka;21.46;2018-11-10;szt;WÓDKA ŻUBRÓWKA BISON GRASS 37,5% 500ml;5900343005272;6.83;010405;23;0.500;211528;1.000
445;Wódka;247.02;2018-11-10;szt;WÓDKA ŻUBRÓWKA BIAŁA 40% 500ml;5900343001892;24.78;010405;23;0.500;211648;16.000
446;Wódka;57.48;2018-11-10;szt;WÓDKA ŻUBRÓWKA BIAŁA 40% 700ml;5900343001915;12.10;010405;23;0.700;211649;2.000
447;Wódka;4.71;2018-11-10;szt;WÓDKA ŻUBRÓWKA BIAŁA 40% 100ml;5900343001816;0.93;010405;23;0.100;211664;1.000
448;Wódka;24.37;2018-11-10;szt;WÓDKA ŻUBRÓWKA BIAŁA 40% 200ml;5900343001854;4.30;010405;23;0.200;211665;3.000
449;Wódka;4.06;2018-11-10;szt;WÓDKA ŻYTNIÓWKA 40% 100ml;5900343001632;0.81;010405;23;0.100;211667;1.000
450;Wędliny pakowane;13.11;2018-11-10;szt;SALAMI DELIKATESOWE SOKOŁÓW 100g PLASTRY;5902310000679;2.76;060605;5;0.100;211676;3.000
451;Konserwy mięsne;6.81;2018-11-10;szt;KONS.KRAKUS BOCZEK WIEPRZOWY 300g;5900244000505;3.16;120703;5;0.300;211735;1.000
452;Przekąski;3.24;2018-11-10;szt;PALUSZKI AKSAM BESKIDZKIE SER. CEB.220g;5907029002150;0.60;120101;23;0.220;211759;1.000
453;Przekąski;3.39;2018-11-10;szt;PALUSZKI AKSAM BESKIDZKIE SER CEB.60g;5907029002259;0.96;120101;23;0.060;211760;3.000
454;makaron;33.12;2018-11-10;szt;MAKARON EKO-MAK KRAJANKA Z JAJ PRZEPIÓR.250 g;5904072001130;10.81;121003;5;0.250;211797;9.000
455;Likiery i inne alkohole;44.71;2018-11-10;szt;LIKIER SHERIDANS 15,5% 500ml;5011013500703;8.22;010403;23;0.500;211964;1.000
456;Dania mrożone;3.80;2018-11-10;szt;ZUPA KALAFIOROWA POLSKI OGRÓD 450g;5900477000945;-0.81;050201;5;0.450;212054;1.000
457;mąka;20.59;2018-11-10;szt;MĄKA TORTOWA 1kg EXTRA BASIA;5902020163213;0.39;121004;5;1.000;212125;10.000
458;Przekąski;1.75;2018-11-10;szt;SŁONECZNIK ANDREX PRAŻONY Z PRZYPR.120g;5903975000165;0.51;120101;8;0.120;212158;1.000
459;Środki do czyszczenia;7.28;2018-11-10;szt;ŚCIERECZKI GOSPOD.PRESTO DO MEBLI x72;5900095011484;2.45;020501;23;72.000;212175;1.000
460;Herbaty czarne;3.86;2018-11-10;szt;HERBATA EXP.LIPTON EARL GREY X25.;8722700045861;0.97;120601;23;25.000;212180;1.000
461;Jogurty ;3.13;2018-11-10;szt;JOGURT DANONE ACTIVIA DO PICIA JAGODA BORÓWKA 300g;5900643025178;0.62;060802;5;0.300;212199;1.000
462;Mleko świeże;2.47;2018-11-10;szt;MLEKO ŁACIATE 2% 1l PET;5900820012212;0.37;060803;5;1.000;212241;1.000
463;Mleko świeże;10.25;2018-11-10;szt;MLEKO ŁACIATE 3,2% 1l PET;5900820012229;1.90;060803;5;1.000;212244;4.000
464;Jogurty ;2.37;2018-11-10;szt;NAPÓJ JOGURTOWY JOVI DUET TRUSK.KIWI 350 g;5903767000687;0.71;060802;5;0.350;212323;1.000
465;Marynaty i sałatki rybne pakowane;12.37;2018-11-10;szt;FILETY ŚLEDZIOWE Z OLEJEM WIEJSKIM 550g;5902353020566;3.33;060604;5;0.335;212656;1.000
466;makaron;4.46;2018-11-10;szt;MAKARON MIĘDZYBRODZKI NITKA CIENKA 250g;5902149000031;0.26;121003;5;0.250;212680;2.000
467;Soki, nektary, inne napoje niegazowane;1.99;2018-11-10;szt;SOK KUBUŚ GO BANAN MARCHEW JABŁKO 300ml;5901067400244;0.49;070305;5;0.300;212761;1.000
468;Znicze;5.00;2018-11-10;szt;WKŁAD P-110 110G/40H ZNICZPLAST;5905133710619;1.76;110206;23;1.000;212871;3.000
469;Piwo w puszce;15.54;2018-11-10;szt;PIWO KASZTELAN N/PAST.4x500ml PUSZ;5903082245565;0.22;010302;23;2.000;213276;2.000
470;Warzywa konserwowe;1.56;2018-11-10;szt;GROSZEK KONS.SŁONECZNY OGRÓD 400 g;5908235947570;0.31;120711;8;0.240;213298;1.000
471;Napoje typu cola;21.08;2018-11-10;szt;NAPÓJ COCA COLA 1,5l PET;5449000000439;2.60;070302;23;1.500;213305;7.000
472;Napoje gazowane inne;6.49;2018-11-10;szt;NAPÓJ FANTA ORANGE 1,5l;5449000052926;0.71;070301;23;1.500;213306;2.000
473;Napoje gazowane inne;2.84;2018-11-10;szt;NAPÓJ SPRITE 1,5l;5449000012203;0.20;070301;23;1.500;213307;1.000
474;Napoje typu cola;5.67;2018-11-10;szt;NAPÓJ COCA COLA ZERO 1,5l PET;5449000133335;0.39;070302;23;1.500;213311;2.000
475;Warzywa konserwowe;2.03;2018-11-10;szt;FASOLA CZERWONA SŁONECZNY OGRÓD 400 g;5908235947594;0.44;120711;8;0.220;213343;1.000
476;Dania mączne pakowane;11.14;2018-11-10;szt;PIEROGI Z MIĘSEM VIRTU 400g;5906295832881;3.18;060601;5;0.400;213496;2.000
477;Przyprawy;1.38;2018-11-10;szt;PRZYPRAWA PRYMAT DO WIEPRZOWINY 20g;5901135015172;0.56;120708;8;0.020;213861;1.000
478;Ciastka;5.57;2018-11-10;szt;WAFLE SKAWA ORZECHOWE 500g;5902978060497;1.29;121104;23;0.500;213875;1.000
479;Sosy w proszku;0.82;2018-11-10;szt;SOS PRYMAT SAŁATKOWY GRECKI 9g;5901135017046;0.20;120710;8;0.009;213894;1.000
480;makaron;5.70;2018-11-10;szt;MAKARON CZANIECKI RYŻ 250g;5901841000097;1.32;121003;5;0.250;213936;2.000
481;Margaryna stołowa;3.10;2018-11-10;szt;MARGARYNA SMAKOWITA Z MASŁEM 450 g;5900311003996;0.35;060302;5;0.450;213995;1.000
482;Soki, nektary, inne napoje niegazowane;2.24;2018-11-10;szt;NAPÓJ TYMBARK MALINA-MIĘTA ASEPTIC 500ml;5900334000750;0.55;070305;5;0.500;214302;1.000
483;Woda;3.16;2018-11-10;szt;NAPÓJ ŻYWIEC ZDRÓJ MALINA N/GAZ.1,5l;5900541001212;1.29;070101;23;1.500;214458;1.000
484;Przekąski;7.13;2018-11-10;szt;CHIPSY MONSTER MUNCH 50g;5905187001190;2.01;120101;8;0.050;214569;2.000
485;Ciastka;1.50;2018-11-10;szt;WAFLE MEGA GRZEŚKI TOFFI W CZEK.ML.48g;5900394006518;0.37;121104;23;0.048;214601;1.000
486;Piwo w butelce;15.90;2018-11-10;szt;PIWO DESPERADOS RED 400ml BUT.BZW.;5901559952503;5.02;010301;23;0.400;214985;4.000
487;ocet;2.02;2018-11-10;szt;OCET KULINARNY SPIRYTUSOWY 10% 1L;5901605001865;0.73;120705;23;1.000;215043;1.000
488;Piwo w butelce;3.65;2018-11-10;szt;NAPÓJ PIWNY SOMERSBY ELDERFLOWER LIME 400ml  BUT.BZW.;5900014002654;1.04;010301;23;0.400;215052;1.000
489;Jogurty ;2.37;2018-11-10;szt;NAPÓJ JOGURTOWY JOVI DUET JABŁ.GRUSZ.350g;5903767007471;0.71;060802;5;0.350;215062;1.000
490;Jogurty ;2.37;2018-11-10;szt;NAPÓJ JOGURTOWY JOVI DUET BANAN-TRUSK.350 g;5903767007488;0.71;060802;5;0.350;215063;1.000
491;Bombonierki;11.37;2018-11-10;szt;BOMBONIERKA TOFFIFEE STORCK 250g;4014400905359;-0.96;121102;23;0.250;215322;1.000
492;Płatki śniadaniowe;10.14;2018-11-10;szt;PŁATKI CORN FLAKES PACIFIC 600 g;5900020019592;2.55;120303;5;0.600;215546;1.000
493;Napoje typu Izotoniki, energetyki;2.51;2018-11-10;szt;NAPÓJ BLACK ENERG.SEXENERGY 250ml;5900552041429;1.14;070304;23;0.250;215574;1.000
494;Konserwy mięsne;6.75;2018-11-10;szt;MIĘSIWO W SOSIE WŁASNYM SPICHLERZ RUSIECKI 300g;5907501013339;1.67;120703;5;0.300;215867;1.000
495;Dania mrożone;4.75;2018-11-10;szt;PYZY Z MIĘSEM JAWO 450 g;5902885000289;-0.81;050201;5;0.450;215972;1.000
496;Dania mrożone;9.81;2018-11-10;szt;KLUSKI ŚLĄSKIE IGLOTEX 450g;5902162270824;3.25;050201;5;0.450;216324;2.000
497;Piwo w butelce;12.80;2018-11-10;szt;PIWO NAMYSŁÓW PILS 500ml BUT.BZW.;5903870005241;2.95;010301;23;0.500;216369;5.000
498;Twarogi pakowane;6.82;2018-11-10;szt;SEREK WIEJSKI NATUR.MLECZNA ZAGRODA 200g;5908235948485;1.22;060204;5;0.200;216387;4.000
499;Twarogi pakowane;2.75;2018-11-10;szt;SEREK ŁACIATY ŚMIETAN.NATUR.MLEKPOL 135g;5900820011468;0.80;060204;5;0.135;216511;1.000
500;Piwo w butelce;3.62;2018-11-10;szt;PIWO REDD'S ŻURAWINA 400ml BUT.BZW.;5901359024035;0.73;010301;23;0.400;216531;1.000
501;Wódka;11.79;2018-11-10;szt;NAPÓJ SPIRYT.ŻOŁĄDKOWA GORZKA 36% 100ml;5902573005350;2.83;010405;23;0.100;216576;2.000
502;Wódka;10.77;2018-11-10;szt;NAPÓJ SPIRYT.ŻOŁĄDKOWA GORZKA 36% 200ml;5902573005367;2.65;010405;23;0.200;216577;1.000
503;Chałwa i sezamki;1.99;2018-11-10;szt;CHAŁWA SEZAMOWA O SMAKU WANILIOWYM ODRA 65g;5900278005415;0.48;121103;23;0.065;216844;1.000
504;Chałwa i sezamki;3.98;2018-11-10;szt;CHAŁWA MLECZNO-SEZAMOWA ODRA 65 g;5900278005552;0.96;121103;23;0.065;216845;2.000
505;Woda;1.67;2018-11-10;szt;WODA ŻYWIEC ZDRÓJ AVENGERS N/G 500ml;5900541004145;0.48;070101;23;0.500;216877;1.000
506;Jogurty ;6.14;2018-11-10;szt;JOGURT ZOTT JOGOBELLA PANNA COTTA 150g;4014500510538;1.08;060802;5;0.150;216959;5.000
507;Artykuły przemysłowe inne;4.86;2018-11-10;szt;DENATURAT 500ML FIOLETOWY;5907683520168;1.14;110202;23;0.500;217026;2.000
508;Sosy mokre;5.88;2018-11-10;szt;SOS HEINZ BARBECUE 220ML;5900783008567;1.77;120709;8;0.220;217175;1.000
509;Gumy do żucia;3.29;2018-11-10;szt;GUMA ORBIT LEMON LIME 25 DRAŻETEK 35 g;4009900478984;0.76;121107;8;0.035;217250;1.000
510;Przekąski;2.12;2018-11-10;szt;ORZESZKI W SKORUPCE OK PAPRYKA 100g;5908235949116;0.53;120101;8;0.100;217275;1.000
511;Margaryna stołowa;3.13;2018-11-10;szt;MARGARYNA DELMA EX.WIEJSKI CHLEBEK 450g;8712100384226;0.73;060302;5;0.450;217316;1.000
512;Jogurty ;3.13;2018-11-10;szt;JOGURT DANONE ACTIVIA DO PICIA MALINA GRANAT 300g;5900643029831;0.93;060802;5;0.300;217395;1.000
513;Napoje typu Izotoniki, energetyki;1.86;2018-11-10;szt;NAPÓJ ROCKSTAR ORIGINAL 250ml PUSZKA;5900497020879;0.74;070304;23;0.250;217507;1.000
514;Mydła;4.51;2018-11-10;szt;MYDŁO ARKO SKIN CARE BAWEŁNA 90g;8690506462307;1.72;020205;23;0.090;217513;3.000
515;Cukierki pakowane;2.43;2018-11-10;szt;CUKIERKI KARMELKI OWOCOWE JUMI 250g;5908235949697;0.44;121105;23;0.250;217519;1.000
516;Przekąski;5.05;2018-11-10;szt;CHIPSY LAY'S MAX SER-ZIEL.CEBULKA 140 g;5900259057525;1.76;120101;8;0.140;217529;1.000
517;Napoje gazowane inne;5.44;2018-11-10;szt;NAPÓJ SPRITE 2,25l PET;5449000034137;1.52;070301;23;2.250;217563;1.000
518;Napoje gazowane inne;5.44;2018-11-10;szt;NAPÓJ FANTA ORANGE 2,25l PET;5449000034113;1.45;070301;23;2.250;217564;1.000
519;Napoje typu cola;10.88;2018-11-10;szt;NAPÓJ COCA COLA 2,25l PET;5449000025173;2.90;070302;23;2.250;217566;2.000
520;Sosy w proszku;5.46;2018-11-10;szt;FIX KNORR ARRABIATA 49g (4P);8712100404917;1.36;120710;8;0.049;217583;2.000
521;Ciastka;6.46;2018-11-10;szt;CIASTKA GERARD PRYNCYPAŁKI WHITE KOKOS 235g;5907471441026;2.85;121104;23;0.235;217630;1.000
522;Twarogi pakowane;7.77;2018-11-10;szt;SEREK ŁACIATY ŚMIETANKOWY CZOSNEK 135g;5900820011499;1.92;060204;5;0.135;217657;3.000
523;makaron;2.33;2018-11-10;szt;MAKARON POLMAK 4-JAJECZNY ŚWIDEREK 250 g;5908310960760;0.64;121003;5;0.250;217694;1.000
524;Konserwy mięsne;0.01;2018-11-10;szt;ŁOPATKA LUKSUSOWA KUCHNIA STAROPOLSKA 280 g;5903895630008;-5.07;120703;5;0.280;217882;1.000
525;Zupy;3.79;2018-11-10;szt;ZUPA AMINO NUDLE GULASZOWA 59 g;8711200336142;1.64;120712;5;0.059;217966;2.000
526;Wędliny pakowane;5.13;2018-11-10;szt;PARÓWKI JEDYNKI CLASSIC INDYKPOL 200g;59042365;1.08;060605;5;0.200;218165;1.000
527;Dania mrożone;9.57;2018-11-10;szt;PIZZA DR.OETKER GUSEPPE Z SZYNKĄ I SOS.CZOSNKOWYM 440 g;5900437005218;3.05;050201;5;0.440;218166;1.000
528;Wina spokojne;12.19;2018-11-10;szt;WINO APOLLO IMIGLYKOS RED 750ml;5908235955049;2.71;010107;23;0.750;218244;1.000
529;Margaryna kulinarna;3.80;2018-11-10;szt;MARGARYNA KASIA MAŚLANA 250g;8711200536894;2.19;060301;5;0.250;218270;1.000
530;Zupy;1.99;2018-11-10;szt;ZUPA AMINO NUDLE GROCHOWA INSTANT 65g;8712100379291;0.82;120712;5;0.065;218351;1.000
531;Sery topione pakowane;3.61;2018-11-10;szt;SER TOPIONY SZYNKA 130g HOCHLAND PLASTRY;5902899137452;0.86;060202;5;0.146;218451;1.000
532;Ciastka;3.24;2018-11-10;szt;CIASTKA HIT Z KREMEM O SMAKU CZEK.220 g;5901414203467;0.40;121104;23;0.220;218463;1.000
533;Sery topione pakowane;3.95;2018-11-10;szt;SER TOPIONY GOUDA FIT 130g HOCHLAND PLASTRY;5902899137636;1.32;060202;5;0.146;218498;1.000
534;Gumy do żucia;4.86;2018-11-10;szt;GUMA ORBIT PEPPERMINT XXL 42SZT TOREBKA;4009900484732;1.20;121107;8;0.058;218647;1.000
535;Gumy do żucia;4.77;2018-11-10;szt;GUMA ORBIT SPEARMINT XXL 42SZT TOREBKA;4009900484695;1.11;121107;8;0.055;218658;1.000
536;Jaja;3.23;2018-11-10;szt;JAJA KLATKOWE MW KL.M 10 SZT;5908235955469;0.24;060101;5;10.000;218668;1.000
537;Akcesoria gospodarstwa domowego;4.11;2018-11-10;szt;PAPIER DO PIECZENIA KARTONIK /BOX /380MM;5904771001363;1.25;110201;23;1.000;219039;1.000
538;Sosy w proszku;5.54;2018-11-10;szt;FIX KNORR DO SPAGHETTI BOLOGNESE 44g;8712100460340;1.42;120710;8;0.044;219162;2.000
539;Soki, nektary, inne napoje niegazowane;2.85;2018-11-10;szt;SOK BAHAMA JABŁKO 1l KAR;5908235955384;0.42;070305;5;1.000;219187;1.000
540;Masło;4.75;2018-11-10;szt;MASŁO EXTRA MLECZNA ZAGRODA 200g;5908235955780;0.00;060303;5;0.200;219351;1.000
541;Soki, nektary, inne napoje niegazowane;5.40;2018-11-10;szt;SOK KUBUŚ GO MAR-BRZOS-JABŁ.300ml;5901067400268;1.29;070305;5;0.300;219358;3.000
542;Pieczywo  - Pieczywo tostowe;2.28;2018-11-10;szt;CHLEB TOSTOWY PLONY ZBÓŻ PSZENNY 500 g;5908235955087;0.51;100201;5;0.500;219412;1.000
543;Napoje typu cola;33.12;2018-11-10;szt;NAPÓJ PEPSI COLA 2,25l;5900497112383;8.04;070302;23;2.250;219757;6.000
544;Napoje gazowane inne;12.32;2018-11-10;szt;NAPÓJ MIRINDA ORANGE 2,25l;5900497023450;2.99;070301;23;2.250;219759;3.000
545;Produkty z pomidorów;4.14;2018-11-10;szt;KONCENTRAT POMID.30% SŁONECZNY OGRÓD 190 g;5908235956299;0.99;120707;8;0.190;219795;3.000
546;Soki, nektary, inne napoje niegazowane;8.36;2018-11-10;szt;SOK HORTEX JABŁKO 100% 1l PET;5900500031397;2.04;070305;5;1.000;219877;2.000
547;Woda;1.13;2018-11-10;szt;NAPÓJ AQUA PLUS ŻURAWINA-ACAI GAZ 1,5l;5908235956268;0.34;070101;23;1.500;220053;1.000
548;Soki, nektary, inne napoje niegazowane;9.40;2018-11-10;szt;NAPÓJ TYMBARK JABŁKO-GRUSZKA ASEPTIC 2l PET;5900334001566;1.48;070305;5;2.000;220123;3.000
549;Wina spokojne;13.00;2018-11-10;szt;WINO VALBUT.SANG.RUBICONE CZ.PÓŁ WYT.750ml;8003625081470;2.88;010107;23;0.750;220211;1.000
550;Akcesoria gospodarstwa domowego;1.21;2018-11-10;szt;SŁOMKI DO NAPOJÓW AMIGO 40 SZT;5904771002148;0.36;110201;23;40.000;220683;1.000
551;Piwo w butelce;5.84;2018-11-10;szt;PIWO KARMI ŻURAWINA 400ml BUT.BZW.;5900014002562;1.32;010301;23;0.400;220685;2.000
552;Cukierki pakowane;2.27;2018-11-10;szt;ŻELKI NIMM2 ŚMIEJŻELKI MLEKOSMYKI 90g;4014400919288;0.25;121105;23;0.090;220766;1.000
553;Wódka;24.37;2018-11-10;szt;NAPÓJ SPIRYT. LUBELSKA CYTRYNÓWKA 30% 200ml;5902573006098;4.57;010405;23;0.200;220850;3.000
554;Wódka;4.06;2018-11-10;szt;NAPÓJ SPIRYT. LUBELSKA CYTRYNÓWKA 30% 100ml;5902573006081;0.57;010405;23;0.100;220851;1.000
555;Wódka;4.06;2018-11-10;szt;NAPÓJ SPIRYT. LUBELSKA GREJPFRUTOWA 30% 100ml;5902573006135;0.57;010405;23;0.100;220863;1.000
556;Wódka;71.51;2018-11-10;szt;NAPÓJ SPIRYT. LUBELSKA CYTRYNÓWKA 30% 500ml;5902573006111;13.15;010405;23;0.500;220871;4.000
557;Wódka;16.24;2018-11-10;szt;NAPÓJ SPIRYT. LUBELSKA WIŚNIÓWKA 30% 200ml;5902573006180;3.08;010405;23;0.200;220891;2.000
558;Wódka;8.11;2018-11-10;szt;NAPÓJ SPIRYT. LUBELSKA ŻURAWINÓWKA 30% 100ml;5902573006210;1.53;010405;23;0.100;220898;2.000
559;Desery, serki, kefiry;5.51;2018-11-10;szt;SEREK HOMOG.DANIO WANILIOWY 4x140g;5900643031858;0.99;060801;5;0.560;221029;1.000
560;Desery, serki, kefiry;1.61;2018-11-10;szt;SEREK HOMOG.DANIO WANILIOWY 140g;59052227;0.09;060801;5;0.140;221030;1.000
561;Jogurty ;2.95;2018-11-10;szt;JOGURT DANONE GRATKA DRINK TRUSKAWKA 170g;5900643031971;0.73;060802;5;0.170;221051;2.000
562;Owoce i warzywa mrożone;5.57;2018-11-10;szt;BRUKSELKA IGLOTEX 450g;5902162342613;1.46;050205;5;0.450;221079;1.000
563;Dania mrożone;4.81;2018-11-10;szt;ZUPA BARSZCZ UKRAIŃSKI IGLOTEX 450g;5902162349919;1.83;050201;5;0.450;221081;1.000
564;Sery żółte pakowane;3.42;2018-11-10;szt;SER PIK NIK KIDS 84g;4770299391610;0.37;060203;5;0.080;221183;1.000
565;Ciastka;1.34;2018-11-10;szt;WAFEL PRINCE POLO ORZECHOWE 50g;7622210310002;0.49;121104;23;0.050;221328;1.000
566;Śmietany;8.15;2018-11-10;szt;ŚMIETANA MLECZNA ZAGRODA 18% 330g;5908235947648;0.47;060805;5;0.330;221502;4.000
567;czekolady;9.75;2018-11-10;szt;CZEKOLADA MILKA OREO 300g;7622210240200;1.46;121106;23;0.300;221519;1.000
568;Karma dla psów;16.44;2018-11-10;szt;KARMA CHAPPI DLA PSA Z DROBIEM 2,7kg;5900951252778;4.45;130103;8;2.700;221532;1.000
569;Przekąski;3.00;2018-11-10;szt;PALUSZKI BESKIDZKIE DELIKATESOWE 250g;5907029004925;0.84;120101;23;0.250;221537;1.000
570;Sosy mokre;4.95;2018-11-10;szt;KETCHUP TORTEX PIKANTNY 470g;8712100601255;1.20;120709;8;0.470;221566;1.000
571;czekolady;2.76;2018-11-10;szt;CZEKOLADA ALPEN GOLD MLECZNA 90g;7622210307736;0.65;121106;23;0.090;221588;1.000
572;Karma dla psów;4.99;2018-11-10;szt;CIASTKA DLA PSA CASTI 200g;5902596367824;1.29;130103;8;0.200;221890;1.000
573;Przekąski;6.65;2018-11-10;szt;CHRUPKI CHEETOS KETCHUP 165g;5900259067982;1.09;120101;5;0.165;222127;2.000
574;Bombonierki;6.50;2018-11-10;szt;PIANKA AMELIA O SMAKU WANILIOWYM W CZEKOLADZIE 380g;5909000772243;1.43;121102;23;0.380;222239;1.000
575;Jogurty ;2.66;2018-11-10;szt;JOGURT DANONE ALE PITNY TRUSKAWKA POZIOMKA 290g;5900643032701;0.76;060802;5;0.290;222559;1.000
576;Soki, nektary, inne napoje niegazowane;5.13;2018-11-10;szt;NEKTAR TYMBARK CZARNA PORZECZKA 1l PET;5900334009371;1.22;070305;5;1.000;222633;1.000
577;Papier toaletowy;19.50;2018-11-10;szt;PAPIER TOALETOWY IVENTO A24;5903111065003;2.16;020803;23;24.000;222634;2.000
